Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#3307 015,13-Oct-20,Tuesday,22,MasterCard,PIN,£311,ATM,Fashion,United Kingdom,Russia,United Kingdom,M,57.5,Barclays,0
#2846 760,13-Oct-20,Tuesday,11,MasterCard,PIN,£383,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,48.9,Monzo,0
#3138 623,14-Oct-20,Wednesday,10,MasterCard,PIN,£182,ATM,Food,India,India,India,F,55,HSBC,0
#3501 134,14-Oct-20,Wednesday,16,MasterCard,PIN,£243,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,70,Barclays,0
#2662 386,13-Oct-20,Tuesday,7,Visa,Tap,£22,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,26.1,Metro,0
#2923 106,13-Oct-20,Tuesday,23,MasterCard,PIN,£138,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,48.6,Barclays,0
#3451 891,13-Oct-20,Tuesday,13,Visa,CVC,£12,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,30.7,Metro,0
#2908 157,13-Oct-20,Tuesday,16,Visa,CVC,£29,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,59.7,Barclays,0
#2832 992,14-Oct-20,Wednesday,7,Visa,Tap,£18,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,46.7,Barclays,0
#2768 540,14-Oct-20,Wednesday,22,MasterCard,PIN,£20,ATM,Fashion,United Kingdom,India,United Kingdom,M,36.3,Metro,0
#2582 436,13-Oct-20,Tuesday,19,MasterCard,PIN,£336,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,34.1,Barlcays,0
#3104 293,13-Oct-20,Tuesday,22,Visa,PIN,£45,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,53.5,Lloyds,0
#2885 266,14-Oct-20,Wednesday,14,MasterCard,Tap,£19,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,56.6,Halifax,0
#3074 455,13-Oct-20,Tuesday,14,Visa,CVC,£20,Online,Entertainment,USA,USA,USA,M,35.9,Barclays,0
#3432 693,14-Oct-20,Wednesday,7,MasterCard,CVC,£153,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,39.2,Barclays,0
#2795 751,13-Oct-20,Tuesday,20,MasterCard,CVC,£201,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,49.3,RBS,0
#2790 061,13-Oct-20,Tuesday,5,MasterCard,Tap,£5,POS,Children,India,India,United Kingdom,F,49,Barclays,1
#3088 977,14-Oct-20,Wednesday,10,Visa,PIN,£173,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,62.8,Lloyds,0
#3657 549,14-Oct-20,Wednesday,20,Visa,Tap,£11,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,43.7,Halifax,0
#3507 832,14-Oct-20,Wednesday,12,Visa,Tap,£27,POS,Restaurant,USA,USA,USA,F,38.3,Metro,0
#2941 442,14-Oct-20,Wednesday,14,MasterCard,Tap,£16,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,46.5,Lloyds,0
#2923 156,13-Oct-20,Tuesday,14,MasterCard,PIN,£186,POS,Products,USA,USA,United Kingdom,F,44.2,Lloyds,0
#3481 022,13-Oct-20,Tuesday,20,Visa,Tap,£30,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,51.9,Halifax,0
#3038 318,13-Oct-20,Tuesday,15,Visa,PIN,£216,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,50.4,RBS,0
#3237 085,14-Oct-20,Wednesday,20,Visa,Tap,£10,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,52.2,HSBC,0
#3565 359,13-Oct-20,Tuesday,17,Visa,CVC,£28,Online,Restaurant,Russia,Russia,Russia,M,52.2,Lloyds,0
#2598 485,14-Oct-20,Wednesday,15,MasterCard,PIN,£178,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,26.1,Halifax,0
#3575 586,14-Oct-20,Wednesday,10,Visa,PIN,£162,ATM,Fashion,China,China,China,M,37.3,HSBC,0
#3597 927,13-Oct-20,Tuesday,13,Visa,PIN,£294,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,47.2,Monzo,0
#2632 883,14-Oct-20,Wednesday,17,Visa,CVC,£308,Online,Fashion,United Kingdom,India,United Kingdom,M,68.7,Barclays,0
#2628 901,14-Oct-20,Wednesday,9,Visa,CVC,£6,Online,Products,United Kingdom,India,United Kingdom,M,49.8,Lloyds,0
#3558 643,14-Oct-20,Wednesday,21,MasterCard,PIN,£12,ATM,Children,United Kingdom,USA,United Kingdom,F,40.3,Halifax,0
#3441 508,14-Oct-20,Wednesday,7,Visa,PIN,£66,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,50.6,Lloyds,0
#2945 035,14-Oct-20,Wednesday,14,Visa,Tap,£18,POS,Children,Russia,Russia,Russia,F,55.3,RBS,0
#2791 062,13-Oct-20,Tuesday,14,Visa,PIN,£244,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,61.6,Metro,0
#3526 424,14-Oct-20,Wednesday,8,Visa,Tap,£16,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,52.3,Barclays,0
#2935 376,14-Oct-20,Wednesday,17,Visa,PIN,£313,ATM,Products,Russia,Russia,Russia,M,52.8,RBS,0
#3165 700,14-Oct-20,Wednesday,16,Visa,PIN,£15,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,51.2,Monzo,0
#2980 783,13-Oct-20,Tuesday,16,Visa,CVC,£336,Online,Fashion,India,India,India,M,57.7,Monzo,0
#3502 090,13-Oct-20,Tuesday,17,Visa,CVC,£193,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,40.5,Barclays,0
#2667 667,13-Oct-20,Tuesday,16,Visa,CVC,£52,Online,Gaming,USA,USA,USA,M,41.6,Lloyds,0
#3579 936,14-Oct-20,Wednesday,7,Visa,CVC,£348,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,47.6,Metro,0
#3230 447,13-Oct-20,Tuesday,8,MasterCard,PIN,£137,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,49.7,Halifax,0
#2810 448,13-Oct-20,Tuesday,7,Visa,CVC,£9,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,70,RBS,0
#2986 741,14-Oct-20,Wednesday,22,Visa,CVC,£8,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,55.1,Lloyds,0
#3269 401,14-Oct-20,Wednesday,7,MasterCard,Tap,£29,POS,Products,India,India,United Kingdom,M,45.8,Lloyds,1
#2938 518,14-Oct-20,Wednesday,12,Visa,PIN,£100,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,45.5,HSBC,0
#2663 425,13-Oct-20,Tuesday,8,MasterCard,CVC,£19,Online,Entertainment,India,India,United Kingdom,F,55.2,Barclays,1
#3028 530,14-Oct-20,Wednesday,23,Visa,PIN,£10,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,56.9,HSBC,0
#3032 058,13-Oct-20,Tuesday,20,Visa,Tap,£27,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,47.5,Monzo,0
#2905 680,13-Oct-20,Tuesday,7,MasterCard,PIN,£27,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,50.6,Halifax,0
#2794 775,14-Oct-20,Wednesday,10,Visa,Tap,£7,POS,Restaurant,United Kingdom,China,United Kingdom,M,42,HSBC,0
#2661 934,13-Oct-20,Tuesday,3,Visa,Tap,£18,POS,Food,USA,USA,United Kingdom,F,48.2,Monzo,1
#2744 864,14-Oct-20,Wednesday,20,Visa,CVC,£9,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,28.1,Barlcays,0
#3089 132,13-Oct-20,Tuesday,10,MasterCard,PIN,£15,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,40.4,Barclays,0
#2583 109,14-Oct-20,Wednesday,20,Visa,PIN,£298,ATM,Services,Russia,Russia,Russia,M,33.4,Barclays,0
#3108 833,14-Oct-20,Wednesday,8,Visa,CVC,£60,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,55.2,Halifax,0
#2607 148,14-Oct-20,Wednesday,22,MasterCard,PIN,£22,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,34.3,Barclays,0
#2839 595,14-Oct-20,Wednesday,12,Visa,PIN,£360,ATM,Subscription,India,India,India,M,57.6,Metro,0
#2976 446,13-Oct-20,Tuesday,22,MasterCard,PIN,£233,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,56.9,Barclays,0
#2763 508,14-Oct-20,Wednesday,13,MasterCard,PIN,£269,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,46.6,HSBC,0
#3153 654,13-Oct-20,Tuesday,11,Visa,PIN,£138,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,60.8,Lloyds,0
#2820 320,14-Oct-20,Wednesday,20,Visa,PIN,£5,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,35.4,RBS,0
#3158 637,14-Oct-20,Wednesday,7,Visa,PIN,£179,POS,Entertainment,China,China,United Kingdom,F,29.1,Lloyds,0
#2989 470,14-Oct-20,Wednesday,10,Visa,PIN,£17,ATM,Subscription,United Kingdom,Russia,United Kingdom,M,41.9,Barclays,0
#3486 725,13-Oct-20,Tuesday,19,MasterCard,PIN,£30,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,48,Barclays,0
#3153 606,14-Oct-20,Wednesday,20,Visa,PIN,£212,POS,Children,United Kingdom,USA,United Kingdom,F,47,RBS,0
#2959 615,14-Oct-20,Wednesday,22,Visa,Tap,£10,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,44.9,Monzo,0
#3167 006,13-Oct-20,Tuesday,20,MasterCard,PIN,£6,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,49.7,HSBC,0
#3496 787,13-Oct-20,Tuesday,20,MasterCard,CVC,£21,Online,Restaurant,USA,USA,United Kingdom,M,48.4,Barlcays,1
#3320 511,13-Oct-20,Tuesday,16,Visa,CVC,£24,Online,Services,United Kingdom,India,United Kingdom,F,43.2,Lloyds,0
#3409 522,13-Oct-20,Tuesday,20,MasterCard,CVC,£9,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,20.4,RBS,0
#2649 243,13-Oct-20,Tuesday,8,Visa,Tap,£11,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,56.7,RBS,0
#3104 558,13-Oct-20,Tuesday,20,Visa,PIN,£47,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,65.5,Barclays,0
#3425 232,14-Oct-20,Wednesday,9,MasterCard,PIN,£327,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,49.7,HSBC,0
#3178 282,14-Oct-20,Wednesday,13,Visa,Tap,£22,POS,Food,USA,USA,USA,F,38.6,RBS,0
#3588 399,13-Oct-20,Tuesday,7,MasterCard,PIN,£346,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,48.5,Barclays,0
#2566 987,14-Oct-20,Wednesday,11,Visa,PIN,£99,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,65.7,HSBC,0
#3447 801,14-Oct-20,Wednesday,22,MasterCard,CVC,£32,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,53.7,HSBC,0
#2942 130,14-Oct-20,Wednesday,17,Visa,PIN,£41,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,60.3,HSBC,0
#3522 870,14-Oct-20,Wednesday,13,MasterCard,CVC,£320,Online,Fashion,Russia,Russia,United Kingdom,M,51.4,Barclays,1
#3307 436,14-Oct-20,Wednesday,15,MasterCard,CVC,£71,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,22.8,Halifax,0
#2704 372,13-Oct-20,Tuesday,13,Visa,PIN,£100,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,30.3,Lloyds,0
#3380 994,14-Oct-20,Wednesday,10,MasterCard,PIN,£30,ATM,Products,USA,USA,United Kingdom,F,47.3,Barlcays,0
#3639 807,13-Oct-20,Tuesday,20,Visa,CVC,£185,Online,Food,Russia,Russia,United Kingdom,M,30.9,RBS,0
#2616 344,13-Oct-20,Tuesday,14,Visa,PIN,£373,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,39,Barlcays,0
#3378 604,13-Oct-20,Tuesday,9,Visa,PIN,£244,ATM,Children,United Kingdom,USA,United Kingdom,M,53.3,Barlcays,0
#3116 375,13-Oct-20,Tuesday,18,Visa,PIN,£16,ATM,Electronics,China,China,China,F,46.2,Barlcays,0
#3196 769,14-Oct-20,Wednesday,7,Visa,CVC,£395,Online,Fashion,China,China,United Kingdom,M,66,Lloyds,1
#2764 714,13-Oct-20,Tuesday,17,MasterCard,PIN,£223,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,38.7,Barlcays,0
#2752 457,13-Oct-20,Tuesday,11,MasterCard,Tap,£18,POS,Subscription,United Kingdom,India,United Kingdom,M,53.8,RBS,0
#3074 132,14-Oct-20,Wednesday,12,Visa,PIN,£17,ATM,Subscription,United Kingdom,USA,United Kingdom,F,38.2,Lloyds,0
#3408 188,14-Oct-20,Wednesday,21,MasterCard,PIN,£366,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,47.4,Barclays,0
#2577 661,14-Oct-20,Wednesday,22,MasterCard,CVC,£18,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,40.5,Barclays,0
#2962 941,13-Oct-20,Tuesday,19,Visa,CVC,£286,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,32.5,Metro,0
#3501 908,14-Oct-20,Wednesday,7,Visa,CVC,£26,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,29,Barclays,0
#3629 350,13-Oct-20,Tuesday,5,MasterCard,PIN,£27,ATM,Electronics,USA,USA,United Kingdom,M,46.1,Barclays,1
#2766 565,14-Oct-20,Wednesday,19,Visa,Tap,£16,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,50.3,RBS,0
#3243 335,13-Oct-20,Tuesday,10,Visa,PIN,£335,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,38.9,Barlcays,0
#3459 275,13-Oct-20,Tuesday,1,MasterCard,Tap,£25,POS,Food,Russia,Russia,United Kingdom,M,38.3,Metro,1
#2811 534,13-Oct-20,Tuesday,13,Visa,PIN,£15,ATM,Fashion,India,India,United Kingdom,F,51.3,Barclays,1
#3457 996,14-Oct-20,Wednesday,12,Visa,PIN,£168,ATM,Products,USA,USA,United Kingdom,F,68.1,Lloyds,0
#3050 112,13-Oct-20,Tuesday,23,MasterCard,CVC,£21,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,41.6,HSBC,0
#3416 157,14-Oct-20,Wednesday,18,Visa,PIN,£243,ATM,Subscription,USA,USA,USA,M,30.7,RBS,0
#3593 472,14-Oct-20,Wednesday,20,MasterCard,PIN,£13,ATM,Restaurant,India,India,United Kingdom,F,67,HSBC,0
#3631 427,13-Oct-20,Tuesday,7,MasterCard,CVC,£16,Online,Subscription,United Kingdom,Russia,United Kingdom,M,34.6,Barlcays,0
#2683 192,14-Oct-20,Wednesday,13,Visa,Tap,£16,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,64.1,RBS,0
#2838 867,14-Oct-20,Wednesday,14,MasterCard,PIN,£29,ATM,Children,USA,USA,USA,M,47,Barclays,0
#3522 338,14-Oct-20,Wednesday,22,MasterCard,CVC,£24,Online,Food,China,China,China,M,54.6,Barlcays,0
#2754 032,14-Oct-20,Wednesday,20,MasterCard,Tap,£5,POS,Gaming,USA,USA,United Kingdom,M,29.6,Monzo,1
#2623 377,14-Oct-20,Wednesday,14,MasterCard,CVC,£18,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,44.8,HSBC,0
#3068 361,14-Oct-20,Wednesday,21,MasterCard,PIN,£20,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,49.1,Barclays,0
#3079 018,13-Oct-20,Tuesday,13,Visa,PIN,£5,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,39.2,Barclays,0
#2674 691,13-Oct-20,Tuesday,14,Visa,CVC,£94,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,55.5,Metro,0
#3182 065,14-Oct-20,Wednesday,20,MasterCard,PIN,£141,POS,Entertainment,USA,USA,United Kingdom,F,44.6,Barclays,0
#2682 257,13-Oct-20,Tuesday,15,Visa,PIN,£179,ATM,Gaming,USA,USA,United Kingdom,M,49.6,Barclays,0
#2835 223,13-Oct-20,Tuesday,22,MasterCard,CVC,£19,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,40.9,Halifax,0
#3086 347,13-Oct-20,Tuesday,21,Visa,PIN,£10,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,63.5,Barclays,0
#2734 160,14-Oct-20,Wednesday,19,Visa,PIN,£114,POS,Restaurant,United Kingdom,USA,United Kingdom,F,59.7,Barclays,0
#2908 581,14-Oct-20,Wednesday,16,Visa,CVC,£8,Online,Electronics,India,India,India,M,54.9,Halifax,0
#3236 762,14-Oct-20,Wednesday,19,Visa,PIN,£87,ATM,Gaming,United Kingdom,Russia,United Kingdom,M,39.3,Halifax,0
#2549 931,14-Oct-20,Wednesday,17,Visa,PIN,£368,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,33.6,Lloyds,0
#2662 766,13-Oct-20,Tuesday,13,MasterCard,PIN,£252,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,40.2,RBS,0
#2784 730,13-Oct-20,Tuesday,21,MasterCard,PIN,£12,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,43.9,Metro,0
#2863 977,14-Oct-20,Wednesday,19,MasterCard,CVC,£9,Online,Fashion,USA,USA,USA,F,29.6,Barclays,0
#3613 670,13-Oct-20,Tuesday,22,MasterCard,Tap,£10,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,55.5,Barclays,0
#3567 255,14-Oct-20,Wednesday,8,Visa,PIN,£18,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,37.7,Metro,0
#3663 877,13-Oct-20,Tuesday,10,MasterCard,CVC,£26,Online,Gaming,United Kingdom,USA,United Kingdom,F,56.2,HSBC,0
#2833 484,13-Oct-20,Tuesday,22,Visa,PIN,£16,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,43.6,Metro,0
#3240 743,14-Oct-20,Wednesday,7,MasterCard,CVC,£9,Online,Restaurant,China,China,China,M,39.9,Metro,0
#3625 822,14-Oct-20,Wednesday,22,Visa,PIN,£362,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,49.2,HSBC,0
#2720 901,14-Oct-20,Wednesday,16,Visa,CVC,£14,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,44.7,HSBC,0
#3493 634,14-Oct-20,Wednesday,21,Visa,PIN,£102,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,54.2,Halifax,0
#3473 884,14-Oct-20,Wednesday,20,Visa,PIN,£195,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,45.2,Halifax,0
#2638 333,13-Oct-20,Tuesday,19,Visa,PIN,£90,POS,Entertainment,China,China,China,F,48.7,Lloyds,0
#3058 720,14-Oct-20,Wednesday,13,MasterCard,Tap,£28,POS,Food,United Kingdom,United Kingdom,United Kingdom,F,53.8,Metro,0
#3146 311,14-Oct-20,Wednesday,0,Visa,Tap,£19,POS,Subscription,United Kingdom,China,United Kingdom,M,44.6,RBS,1
#3326 252,13-Oct-20,Tuesday,16,MasterCard,CVC,£21,Online,Children,India,India,India,F,55.5,RBS,0
#3119 604,14-Oct-20,Wednesday,19,Visa,CVC,£30,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,51.3,Monzo,0
#3046 112,13-Oct-20,Tuesday,11,Visa,PIN,£302,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,29.3,Barclays,0
#3349 362,13-Oct-20,Tuesday,16,Visa,Tap,£5,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,40.8,HSBC,0
#2876 249,13-Oct-20,Tuesday,13,Visa,PIN,£6,ATM,Subscription,USA,USA,United Kingdom,M,53.4,Barlcays,1
#2731 683,14-Oct-20,Wednesday,17,MasterCard,CVC,£24,Online,Products,United Kingdom,India,United Kingdom,M,41.1,Barclays,0
#2920 566,14-Oct-20,Wednesday,14,Visa,PIN,£10,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,28.7,Metro,0
#2921 503,13-Oct-20,Tuesday,20,Visa,CVC,£259,Online,Fashion,Russia,Russia,Russia,M,38.2,Barclays,0
#2673 807,13-Oct-20,Tuesday,9,Visa,PIN,£16,ATM,Fashion,China,China,United Kingdom,F,37.7,Barlcays,1
#2868 897,13-Oct-20,Tuesday,21,MasterCard,PIN,£262,ATM,Restaurant,China,China,United Kingdom,F,61.5,Metro,0
#3530 342,14-Oct-20,Wednesday,11,MasterCard,PIN,£17,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,52.8,HSBC,0
#3427 451,14-Oct-20,Wednesday,21,MasterCard,PIN,£64,ATM,Services,United Kingdom,China,United Kingdom,M,44.3,Barclays,0
#2886 767,13-Oct-20,Tuesday,12,Visa,Tap,£28,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,49.5,RBS,0
#3289 337,14-Oct-20,Wednesday,21,MasterCard,PIN,£341,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,46.1,Metro,0
#3021 971,13-Oct-20,Tuesday,21,Visa,Tap,£5,POS,Fashion,United Kingdom,USA,United Kingdom,M,54.9,RBS,0
#2599 688,13-Oct-20,Tuesday,16,Visa,PIN,£28,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,36.4,Halifax,0
#3461 723,13-Oct-20,Tuesday,11,Visa,Tap,£19,POS,Entertainment,United Kingdom,USA,United Kingdom,M,39.6,RBS,0
#2672 338,13-Oct-20,Tuesday,16,MasterCard,PIN,£137,POS,Food,United Kingdom,Russia,United Kingdom,F,40.5,Barclays,0
#2656 405,14-Oct-20,Wednesday,9,Visa,Tap,£8,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,46.3,Barclays,0
#2591 470,13-Oct-20,Tuesday,22,Visa,CVC,£287,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,38.9,Monzo,0
#2818 722,14-Oct-20,Wednesday,14,MasterCard,CVC,£240,Online,Entertainment,Russia,Russia,United Kingdom,M,52.6,Lloyds,0
#3321 818,13-Oct-20,Tuesday,21,Visa,PIN,£307,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,49.7,HSBC,0
#2835 546,13-Oct-20,Tuesday,21,Visa,PIN,£159,POS,Electronics,Russia,Russia,United Kingdom,M,55.2,HSBC,0
#2974 129,13-Oct-20,Tuesday,22,Visa,CVC,£12,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,33.9,Barlcays,0
#2611 812,14-Oct-20,Wednesday,21,MasterCard,Tap,£5,POS,Children,Russia,Russia,Russia,F,38.3,Barclays,0
#2791 784,14-Oct-20,Wednesday,19,MasterCard,PIN,£13,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,39.3,Barclays,0
#2996 709,14-Oct-20,Wednesday,18,Visa,PIN,£186,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,58.8,HSBC,0
#3671 737,14-Oct-20,Wednesday,17,MasterCard,Tap,£20,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,53.2,Lloyds,0
#2645 864,14-Oct-20,Wednesday,7,Visa,CVC,£294,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,25.2,Barclays,0
#3613 686,13-Oct-20,Tuesday,13,Visa,PIN,£276,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,53.4,Barclays,0
#2830 435,13-Oct-20,Tuesday,18,Visa,PIN,£10,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,45.8,Barclays,0
#2884 745,14-Oct-20,Wednesday,12,Visa,CVC,£7,Online,Children,United Kingdom,United Kingdom,United Kingdom,M,39.4,Halifax,0
#2790 187,14-Oct-20,Wednesday,7,Visa,PIN,£294,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,33.1,Barlcays,0
#2733 472,13-Oct-20,Tuesday,21,Visa,PIN,£125,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,54,Barlcays,0
#3368 299,14-Oct-20,Wednesday,23,Visa,PIN,£20,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,39.4,RBS,0
#2731 777,14-Oct-20,Wednesday,17,Visa,CVC,£400,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,44.6,RBS,0
#2873 226,13-Oct-20,Tuesday,18,Visa,CVC,£10,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,50.9,Lloyds,0
#3307 820,13-Oct-20,Tuesday,23,Visa,PIN,£80,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,50.4,Barclays,0
#3417 661,14-Oct-20,Wednesday,11,Visa,PIN,£347,ATM,Services,United Kingdom,Russia,United Kingdom,F,49.4,Halifax,0
#3554 769,14-Oct-20,Wednesday,14,MasterCard,Tap,£28,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,34,Metro,0
#2968 251,14-Oct-20,Wednesday,20,Visa,Tap,£23,POS,Children,China,China,China,M,66.1,Barclays,0
#3329 130,13-Oct-20,Tuesday,21,Visa,PIN,£17,POS,Services,United Kingdom,India,United Kingdom,M,48.2,RBS,0
#3280 929,14-Oct-20,Wednesday,18,Visa,PIN,£27,ATM,Fashion,China,China,China,M,40.2,Halifax,0
#3647 740,13-Oct-20,Tuesday,23,MasterCard,CVC,£22,Online,Services,India,United Kingdom,India,F,48.6,Monzo,0
#2992 497,13-Oct-20,Tuesday,7,Visa,Tap,£23,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,48.8,RBS,0
#3625 141,13-Oct-20,Tuesday,23,MasterCard,PIN,£27,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,54.7,Barlcays,0
#2728 218,13-Oct-20,Tuesday,23,Visa,PIN,£19,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,18.9,Lloyds,0
#3559 850,13-Oct-20,Tuesday,12,MasterCard,PIN,£6,ATM,Subscription,United Kingdom,India,United Kingdom,F,39.3,HSBC,0
#3056 473,13-Oct-20,Tuesday,20,Visa,Tap,£21,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,36.8,Barlcays,0
#3378 477,13-Oct-20,Tuesday,22,MasterCard,PIN,£23,ATM,Entertainment,India,India,United Kingdom,F,60.6,Halifax,1
#2788 772,13-Oct-20,Tuesday,8,MasterCard,CVC,£16,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,39.9,Barlcays,0
#2684 347,14-Oct-20,Wednesday,18,MasterCard,CVC,£256,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,34.6,Barclays,0
#3627 878,13-Oct-20,Tuesday,21,MasterCard,Tap,£5,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,62.6,Barclays,0
#3186 811,13-Oct-20,Tuesday,21,Visa,PIN,£348,POS,Children,China,United Kingdom,China,F,40.5,HSBC,0
#3378 430,13-Oct-20,Tuesday,12,Visa,CVC,£258,Online,Products,USA,USA,USA,F,46.3,Metro,0
#2955 626,14-Oct-20,Wednesday,10,Visa,CVC,£127,Online,Subscription,China,China,United Kingdom,F,46.6,Metro,0
